experiment,PaCo,sorted_edges,delta_time,max_path_length
sorted_edges,0.35779710399992837,100000,1.795941091954023,4
sorted_edges,0.6925607799998943,200000,1.795941091954023,4
sorted_edges,0.9953348279998409,300000,1.795941091954023,4
sorted_edges,1.344613347999939,400000,1.795941091954023,4
sorted_edges,1.7218678960000489,500000,1.795941091954023,4
sorted_edges,2.1302486820000013,600000,1.795941091954023,4
sorted_edges,2.503444115999855,700000,1.795941091954023,4
sorted_edges,2.934953144000019,800000,1.795941091954023,4
sorted_edges,3.3969388519999484,900000,1.795941091954023,4
sorted_edges,3.8347375379998994,1000000,1.795941091954023,4
sorted_edges,4.3240611329999865,1100000,1.795941091954023,4
sorted_edges,4.8540469179999945,1200000,1.795941091954023,4
sorted_edges,5.3091258439999365,1300000,1.795941091954023,4
sorted_edges,5.747478314000091,1400000,1.795941091954023,4
sorted_edges,6.361257441000134,1500000,1.795941091954023,4
sorted_edges,6.901586046000148,1600000,1.795941091954023,4
sorted_edges,7.339531541000042,1700000,1.795941091954023,4
sorted_edges,7.850793508999914,1800000,1.795941091954023,4
sorted_edges,8.488962281999875,1900000,1.795941091954023,4
sorted_edges,9.902482394000117,2000000,1.795941091954023,4
sorted_edges,9.808958331999975,2100000,1.795941091954023,4
sorted_edges,10.452121842999986,2200000,1.795941091954023,4
sorted_edges,11.059032621000142,2300000,1.795941091954023,4
sorted_edges,11.723355467999909,2400000,1.795941091954023,4
sorted_edges,12.041106201000048,2500000,1.795941091954023,4
sorted_edges,12.706891756000005,2600000,1.795941091954023,4
sorted_edges,14.412370957999883,2700000,1.795941091954023,4
sorted_edges,15.046915523000052,2800000,1.795941091954023,4
sorted_edges,14.775919869999825,2900000,1.795941091954023,4
sorted_edges,15.227052892000074,3000000,1.795941091954023,4
sorted_edges,16.20754189399986,3100000,1.795941091954023,4
sorted_edges,17.053783136999982,3200000,1.795941091954023,4
sorted_edges,17.66912572299998,3300000,1.795941091954023,4
sorted_edges,18.080940562000023,3400000,1.795941091954023,4
sorted_edges,19.88550572400004,3500000,1.795941091954023,4
sorted_edges,19.630955472000096,3600000,1.795941091954023,4
sorted_edges,21.193574620999925,3700000,1.795941091954023,4
sorted_edges,21.183963347999907,3800000,1.795941091954023,4
sorted_edges,21.98028920799993,3900000,1.795941091954023,4
sorted_edges,22.583061634999922,4000000,1.795941091954023,4
sorted_edges,23.01096611999992,4100000,1.795941091954023,4
sorted_edges,24.881401374000006,4200000,1.795941091954023,4
sorted_edges,25.43555058600009,4300000,1.795941091954023,4
sorted_edges,26.78049134899993,4400000,1.795941091954023,4
sorted_edges,27.845409807999886,4500000,1.795941091954023,4
sorted_edges,27.565692907999846,4600000,1.795941091954023,4
sorted_edges,29.712066179000203,4700000,1.795941091954023,4
sorted_edges,29.666738805000023,4800000,1.795941091954023,4
sorted_edges,30.194214617999933,4900000,1.795941091954023,4
sorted_edges,32.09603467199986,5000000,1.795941091954023,4
sorted_edges,31.799951872000065,5100000,1.795941091954023,4
sorted_edges,33.85250020100011,5200000,1.795941091954023,4
sorted_edges,33.34035056399989,5300000,1.795941091954023,4
sorted_edges,33.50621723500012,5400000,1.795941091954023,4
sorted_edges,34.70142101500005,5500000,1.795941091954023,4
sorted_edges,35.43798386200001,5600000,1.795941091954023,4
sorted_edges,37.53795273499986,5700000,1.795941091954023,4
sorted_edges,38.48150635899992,5800000,1.795941091954023,4
sorted_edges,38.1986654100001,5900000,1.795941091954023,4
sorted_edges,39.63025528800017,6000000,1.795941091954023,4
sorted_edges,39.684931846999916,6100000,1.795941091954023,4
sorted_edges,41.31654947800007,6200000,1.795941091954023,4
sorted_edges,42.857971872000235,6300000,1.795941091954023,4
sorted_edges,43.08024608300002,6400000,1.795941091954023,4
sorted_edges,44.454308799000046,6500000,1.795941091954023,4
sorted_edges,45.77725713300015,6600000,1.795941091954023,4
sorted_edges,46.349672166000346,6700000,1.795941091954023,4
sorted_edges,47.77617167999961,6800000,1.795941091954023,4
sorted_edges,49.13580322600001,6900000,1.795941091954023,4
sorted_edges,49.56600204200004,7000000,1.795941091954023,4
sorted_edges,50.79876429299975,7100000,1.795941091954023,4
sorted_edges,51.95668987700037,7200000,1.795941091954023,4
sorted_edges,55.125879536999946,7300000,1.795941091954023,4
sorted_edges,53.638411187999736,7400000,1.795941091954023,4
sorted_edges,55.40377101800004,7500000,1.795941091954023,4
sorted_edges,56.554182878999654,7600000,1.795941091954023,4
sorted_edges,56.62729066099973,7700000,1.795941091954023,4
sorted_edges,59.024145106000105,7800000,1.795941091954023,4
sorted_edges,61.57390406500008,7900000,1.795941091954023,4
sorted_edges,62.8698814280001,8000000,1.795941091954023,4
sorted_edges,63.29359819799993,8100000,1.795941091954023,4
sorted_edges,68.62218071200004,8200000,1.795941091954023,4
sorted_edges,64.60895725199998,8300000,1.795941091954023,4
sorted_edges,65.653552751,8400000,1.795941091954023,4
sorted_edges,66.87806097400016,8500000,1.795941091954023,4
sorted_edges,68.3200063700001,8600000,1.795941091954023,4
sorted_edges,71.54662455500011,8700000,1.795941091954023,4
sorted_edges,72.3226015299997,8800000,1.795941091954023,4
sorted_edges,71.49724784399996,8900000,1.795941091954023,4
sorted_edges,72.9560324199997,9000000,1.795941091954023,4
sorted_edges,73.9050371899998,9100000,1.795941091954023,4
