experiment,PaCo2,sorted_edges,delta_time,max_path_length
max_path_length,4.646895,2172808,1.795941091954023,1
max_path_length,15.509738999999998,2172808,1.795941091954023,2
max_path_length,inf,2172808,1.795941091954023,3
max_path_length,inf,2172808,1.795941091954023,4
