experiment,PaCo,sorted_edges,delta_time,max_path_length
max_path_length,28.114013,2172808,1.795941091954023,1
max_path_length,35.838672,2172808,1.795941091954023,2
max_path_length,70.92385,2172808,1.795941091954023,3
max_path_length,268.033581,2172808,1.795941091954023,4
