experiment,PaCo,sorted_edges,delta_time,max_path_length
max_path_length,30.624878000000002,2172808,1.795941091954023,1
max_path_length,40.284803999999994,2172808,1.795941091954023,2
max_path_length,90.22339000000001,2172808,1.795941091954023,3
max_path_length,337.312225,2172808,1.795941091954023,4
max_path_length,2804.198628,2172808,1.795941091954023,5
