experiment,PaCo2,sorted_edges,delta_time,max_path_length
sorted_edges,0.31231761100002586,100000,1.795941091954023,4
sorted_edges,0.6355390350001926,200000,1.795941091954023,4
sorted_edges,0.9820988910000779,300000,1.795941091954023,4
sorted_edges,1.3659113280000383,400000,1.795941091954023,4
sorted_edges,1.6939742089998617,500000,1.795941091954023,4
sorted_edges,2.1150445509999827,600000,1.795941091954023,4
sorted_edges,2.547965232000024,700000,1.795941091954023,4
sorted_edges,2.930422606999855,800000,1.795941091954023,4
sorted_edges,3.2096054270000423,900000,1.795941091954023,4
sorted_edges,3.356629641999916,1000000,1.795941091954023,4
sorted_edges,3.756044247999853,1100000,1.795941091954023,4
sorted_edges,4.1653394040001785,1200000,1.795941091954023,4
sorted_edges,4.596986738999931,1300000,1.795941091954023,4
sorted_edges,5.03303592300017,1400000,1.795941091954023,4
sorted_edges,5.488356916000157,1500000,1.795941091954023,4
sorted_edges,5.9157045800000105,1600000,1.795941091954023,4
sorted_edges,6.271354773999974,1700000,1.795941091954023,4
sorted_edges,6.652330175000088,1800000,1.795941091954023,4
sorted_edges,6.921873520999952,1900000,1.795941091954023,4
sorted_edges,7.4848554669999885,2000000,1.795941091954023,4
sorted_edges,7.880698446999986,2100000,1.795941091954023,4
sorted_edges,8.221756444999983,2200000,1.795941091954023,4
sorted_edges,86.39192828,2300000,1.795941091954023,4
sorted_edges,9.542763885999875,2400000,1.795941091954023,4
sorted_edges,9.969830762000129,2500000,1.795941091954023,4
sorted_edges,10.110419146999902,2600000,1.795941091954023,4
sorted_edges,10.618360118000055,2700000,1.795941091954023,4
sorted_edges,10.966102851999949,2800000,1.795941091954023,4
sorted_edges,11.59454103500002,2900000,1.795941091954023,4
sorted_edges,12.369518096000093,3000000,1.795941091954023,4
sorted_edges,13.164601137999853,3100000,1.795941091954023,4
sorted_edges,13.728691151000021,3200000,1.795941091954023,4
sorted_edges,91.1984153200001,3300000,1.795941091954023,4
sorted_edges,14.71002839799985,3400000,1.795941091954023,4
sorted_edges,15.17655551300004,3500000,1.795941091954023,4
sorted_edges,15.494980115999851,3600000,1.795941091954023,4
sorted_edges,15.206807696999931,3700000,1.795941091954023,4
sorted_edges,15.453946615000177,3800000,1.795941091954023,4
sorted_edges,16.341409024000086,3900000,1.795941091954023,4
sorted_edges,17.210025688000087,4000000,1.795941091954023,4
sorted_edges,93.236411396,4100000,1.795941091954023,4
sorted_edges,18.318075985000178,4200000,1.795941091954023,4
sorted_edges,19.149856210000053,4300000,1.795941091954023,4
sorted_edges,18.949012807000145,4400000,1.795941091954023,4
sorted_edges,18.95318680000014,4500000,1.795941091954023,4
sorted_edges,19.77733972200008,4600000,1.795941091954023,4
